0,1,2,3,4,5
0a,0b,0c,0d,0e0e,0f
0a,0b,0c,0d,0e0e;120e;120e;120e;120e;117e;102e;89e;77e;66e;57e;48e;40e;33e;27e;21e;20e;20e;20e;20e;20e;20e;20e;20e;20e;120e;120e;120e;120e;116e;101e;88e;76e;66e;56e;48e,0f
0a;120a;120a;120a;120a;120a;120a;117a;115a;112a;109a;108a;106a;104a;102a;100a;98a;97a;94a;93a;90a;89a;86a;85a;83a;82a;80a;78a;77a;76a;74a;73a;72a;70a;69a;69a;68a;67a;66a;65a;64a;63a;62a;62a;61a;60a;59a;59a;58a;57a;56a;56a;55a;54a;54a;53a;52a;52a;51a;50a;49a;49a;47a;45a;43a;42a;41a;40a;40a;39a;39a;39a;40a;41a;43a;44a;45a;46a;46a;46a;47a;47a;48a;50a;50a;49a;49a;49a;49a;49a;48a;48a;48a;49a;48a;48a;48a;47a;49a;51a;51a;52a;52a;53a;54a;54a;55a;55a;55a;55a;54a;54a;54a;54a;54a;55a;55a;55a;55a;56a;56a;57a;57a;57a;57a;57a;57a;58a;58a;58a;58a;59a;59a;59a;59a;59a;60a;60a;60a;60a;60a;61a;60a;60a;59a;59a;59a;59a;59a;59a;59a;59a;59a;59a;59a;59a;59a;59a;58a;59a;58a;58a;59a;58a;59a;59a;59a;59a;59a;59a;58a;59a;59a;58a;58a;57a;58a;57a;58a;58a;58a;58a;58a;58a;59a;59a;58a;58a;57a;58a;59a;58a;58a;59a;59a;59a;59a;59a;59a;59a;59a;59a;60a;60a;59a;60a;61a;61a;60a;61a;61a;61a;61a;61a;61a;60a;60a;60a;60a;60a;60a;59a;59a;59a;58a;57a;57a;57a;57a;57a;57a;57a;56a;55a;56a;56a;56a;56a;56a;55a;55a;54a;54a;54a;54a;54a;54a;53a;53a;52a;52a;52a;52a;51a;52a;51a;51a;50a;50a;50a;50a;50a;50a;50a;50a;50a;50a;50a;49a;50a;48a;47a;48a;49a;48a;47a;47a;46a;45a;44a;44a;43a;42a;42a;41a;40a;39a;38a;37a;36a;36a;35a;36a;36a;37a;37a;36a;36a;35a;35a;34a;33a;32a;31a;31a;31a;31a;31a;31a;31a;31a;31a;32a;32a;33a;33a,0b,0c,0d,0e,0f
0a,0b;-120b;-120b;-120b;-120b;-120b;-120b;-117b;-116b;-115b;-114b;-113b;-111b;-110b;-108b;-107b;-106b;-106b;-105b;-106b;-106b;-107b;-108b;-108b;-108b;-108b;-108b;-108b;-107b;-108b;-108b;-107b;-108b;-107b;-106b;-106b;-106b;-106b;-105b;-105b;-105b;-104b;-104b;-103b;-103b;-104b;-104b;-104b;-105b;-105b;-105b;-105b;-106b;-107b;-108b;-110b;-112b;-120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;119b;117b;116b;115b;114b;114b;114b;115b;115b;115b;115b;115b;115b;115b;115b;115b;115b;115b;116b;115b;114b;115b;115b;114b;113b;111b;109b;109b;108b;108b;107b;106b;105b;104b;103b;103b;103b;102b;101b;100b;98b;99b;99b;98b;97b;97b;98b;97b;98b;100b;101b;103b;102b;103b;104b;103b;104b;103b;105b;106b;108b;120b;120b;120b;120b;120b;120b;120b;120b;117b;114b;111b;109b;107b;103b;101b;99b;97b;95b;92b;91b;89b;89b;88b;87b;86b;85b;85b;85b;84b;84b;83b;83b;82b;81b;80b;81b;81b;80b;80b;82b;82b;82b;82b;82b;83b;84b;84b;84b;84b;84b;84b;85b;86b;86b;88b;90b;93b;95b;97b;120b;120b;120b;120b;120b;120b;120b;120b;118b;116b;114b;112b;111b;109b;108b;107b;106b;105b;105b;104b;103b;101b;99b;98b;97b;96b;94b;93b;91b;91b;90b;89b;89b;88b;88b;89b;89b;89b;89b;90b;90b;91b;91b;92b;94b;96b;97b;99b;100b;104b;107b;108b;108b;109b;110b;110b;113b;114b;113b;114b;114b;114b;114b;115b;115b;115b;113b;112b;111b;110b;109b;108b;108b;107b;107b;106b;107b;106b;105b;103b;103b;103b;103b;103b;101b;100b;100b;99b;98b;98b;96b;96b;96b;95b;94b;95b;95b;94b;94b;94b;94b;93b;93b;92b;92b;91b;91b;90b;90b;90b;90b;90b;90b;89b;89b;88b;87b;86b;86b;84b;84b;84b;84b;83b;82b;82b;82b;81b;82b;82b;82b;82b;83b;83b;84b;85b;86b;86b;88b;89b;89b;91b;93b;94b;101b;105b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;118b;118b;118b;119b;118b;116b;115b;113b;112b;110b;108b;106b;105b;103b;102b;100b;98b;98b;96b;96b;96b;96b;96b;97b;98b;98b;99b;100b;101b;102b;103b;104b;112b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;117b;116b;114b;113b;111b;111b;109b;107b;106b;104b;103b;101b;100b;99b;98b;98b;97b;97b;96b;96b;95b;94b;94b;4b;92b;90b;90b;89b;89b;88b;88b;87b;87b;88b;89b;90b;91b;93b;95b;97b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;119b;118b;118b;118b;117b;115b;115b;114b;113b;113b;112b;112b;111b;113b;117b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;118b;118b;117b;116b;115b;115b;115b;115b;115b;115b;116b;116b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;118b;118b;118b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b;120b,0c;-120c;-120c;-120c;-120c;-120c;-120c;-118c;-115c;-112c;-107c;-104c;-101c;-98c;-96c;-93c;-90c;-88c;-86c;-84c;-81c;-79c;-77c;-75c;-73c;-70c;-68c;-67c;-65c;-64c;-63c;-62c;-61c;-61c;-60c;-59c;-57c;-56c;-56c;-56c;-55c;-55c;-55c;-55c;-56c;-57c;-60c;-62c;-65c;120c;120c;120c;120c;120c;117c;114c;112c;110c;108c;106c;103c;101c;99c;97c;95c;93c;90c;88c;86c;83c;81c;78c;76c;75c;72c;70c;69c;68c;66c;64c;63c;62c;61c;60c;59c;58c;57c;56c;55c;54c;53c;53c;52c;52c;51c;50c;49c;48c;46c;43c;40c;38c;36c;34c;32c;31c;30c;120c;120c;120c;120c;120c;120c;120c;120c;116c;111c;106c;101c;97c;94c;89c;86c;83c;79c;76c;72c;70c;67c;65c;62c;60c;57c;55c;53c;51c;49c;47c;45c;43c;40c;38c;36c;35c;120c;120c;120c;120c;120c;120c;119c;115c;112c;108c;105c;101c;99c;96c;93c;90c;87c;84c;82c;80c;79c;77c;76c;74c;73c;72c;70c;69c;67c;67c;67c;66c;65c;65c;65c;64c;64c;64c;64c;65c;66c;68c;69c;71c;73c;75c;75c;77c;79c;80c;80c;81c;83c;84c;85c;87c;89c;89c;91c;98c;120c;120c;120c;120c;120c;120c;119c;113c;109c;105c;101c;98c;94c;91c;88c;86c;83c;80c;78c;76c;74c;72c;70c;68c;66c;64c;62c;61c;60c;59c;58c;57c;56c;55c;54c;53c;52c;51c;50c;50c;50c;49c;120c;120c;120c;120c;120c;120c;120c;115c;111c;107c;103c;99c;96c;93c;91c;88c;86c;85c;84c;82c;79c;78c;76c;75c;74c;72c;71c;70c;69c;68c;67c;66c;65c;64c;64c;63c;62c;62c;61c;59c;58c;57c;57c;56c;55c;55c;54c;54c;54c;53c;53c;53c;53c;53c;54c;53c;53c;53c;52c;52c;51c;51c;50c;50c;49c;48c;44c;41c;38c;35c;32c;30c;29c;27c;25c;23c;22c;21c;20c;20c;20c;20c;20c;20c;20c;20c;20c;20c;20c;20c;20c;20c;20c;20c;20c;20c;20c;20c;20c;20c;20c;20c;20c;20c;20c;20c;20c;20c;20c;20c;20c;20c;20c;20c;20c;20c;20c;20c;20c;20c;20c;20c;20c;20c;20c;20c;20c;20c;20c;20c;20c;20c;20c;20c;20c;20c;20c;20c;20c;20c;20c;120c;120c;120c;120c;120c;120c;120c;120c;120c;120c;120c;117c;116c;115c;114c;112c;110c;111c;110c;109c;108c;107c;105c;104c;103c;100c;98c;96c;94c;92c;89c;86c;83c;81c;78c;75c;73c;71c;69c;67c;65c;64c;62c;60c;59c;58c;56c;55c;54c;53c;52c;50c;49c;48c;47c;45c;44c;43c;42c;40c;38c;37c;36c;35c;34c;34c;34c;33c;32c;31c;30c;30c;33c;33c;33c;34c;34c;33c;33c;32c;31c;31c;31c;31c;32c;31c;31c;31c;31c;31c;31c;37c,0d,0e;120e;120e;120e;120e;117e;102e;89e;77e;66e;57e;48e;40e;33e;27e;21e;20e;20e;20e;20e;20e;20e;20e;20e,0f
0a,0b;120b;120b;120b;120b;120b;120b;120b;120b;120b;119b;120b;118b;118b;117b;117b;117b;117b;115b;114b;111b;111b;110b;110b;111b;112b;112b;-120b;-120b;-120b;-120b;-120b;-120b;-120b;-120b;-118b;-114b;-112b;-109b;-106b;-103b;-102b;-99b;-97b;-96b;-94b;-93b;-92b;-92b;-91b;-90b;-89b;-89b;-88b;-88b;-88b;-87b;-87b;-85b;-85b;-85b;-84b;-84b;-84b;-84b;-83b;-82b;-82b;-82b;-82b;-82b;-83b;-82b;-82b;-82b;-82b;-83b;-82b;-82b;-83b;-83b;-83b;-83b;-83b;-83b;-83b;-84b;-84b;-84b;-84b;-84b;-83b;-83b;-83b;-84b;-83b;-84b;-83b;-84b;-84b;-84b;-83b;-84b;-83b;-83b;-82b;-82b;-82b;-81b;2b;-82b;-82b;-82b;-81b;-81b;-81b;-80b;-80b;-81b;-80b;-80b;-80b;-80b;-79b;-80b;-79b;-79b;-79b;-79b;-79b;-79b;-79b;-80b;-81b;-81b;-81b;-82b;-83b;-84b;-86b;-87b;-88b;-90b;-91b;-93b;-94b;-98b;-100b;-120b;-120b;-120b;-120b;-120b;-120b;-120b;-120b;-120b;-118b;-116b;-114b;-112b;-111b;-109b;-108b;-106b;-105b;-105b;-104b;-104b;-102b;-102b;-102b;-102b;-102b;-102b;-103b;-103b;-103b;-104b;-104b;-113b;-115b;-120b;-120b;-120b;-120b;-120b;-120b;-120b;-119b;-118b;-118b;-116b;-116b;-117b;-120b;-120b;-120b;-119b;-118b;-117b;-117b;-116b;-116b;-115b;-114b;-113b;-112b;-111b;-110b;-109b;-108b;-109b;-108b;-109b;-109b;-108b;-109b;-108b;-107b;-106b;-105b;-105b;-104b;-103b;-102b;-101b;-101b;-101b;-100b;-99b;-98b;-98b;-97b;-97b;-96b;-96b;-96b;-96b;-96b;-95b;-96b;-96b;-96b;-97b;-97b;-98b;-98b;-98b;-98b;-99b;-99b;-99b;-100b;-100b;-100b;-101b;-102b;-103b;-103b;-104b;-105b;-105b;-105b;-106b;-106b;-107b;-107b;-107b;-108b;-108b;-109b;-111b;-113b;-118b;-119b;-118b;-116b;-115b;-115b;-120b;-120b;-120b;-120b;-120b;-120b;-120b;-120b;-120b;-120b;-120b;-120b;-119b;-118b;-118b;-117b;-117b;-117b;-117b;-117b;-117b;-117b;-117b;-116b;-114b;-114b;-113b;-112b;-112b;-112b;-112b;-111b;-111b;-111b;-111b;-111b;-110b;-110b;-109b;-109b;-109b;-109b;-109b;-109b;-109b;-109b;-108b;-108b;-107b;-108b;-108b;-108b;-109b;-109b;-109b;-108b;-108b;-108b;-108b;-109b;-111b;-114b;-120b;-120b;-120b;-120b;-120b;-120b;-120b;-120b;-117b;-116b;-114b;-113b;-112b;-111b;-110b;-109b;-108b;-108b;-107b;-106b;-105b;-104b;-103b;-102b;-101b;-100b;-100b;-99b;-98b;-98b;-97b;-97b;-96b;-96b;-95b;-95b;-95b;-94b;-95b;-95b;-94b;-94b;-94b;-93b;-93b;-92b;-92b;-92b;-92b;-92b;-92b;-92b;-92b;-92b;-93b;-94b;-95b;-97b;-98b;-99b;-102b;-120b;-120b;-120b;-120b;-120b;-120b;-120b;-118b;-117b;-117b;-115b;-116b;-116b;-120b;-120b;-120b;-120b;-120b;-120b;-120b;-120b;-120b;-120b;-120b;-120b;-119b;-118b;-118b;-117b;-116b;-115b;-113b;-112b;-110b;-109b;-107b;-106b;-104b;-103b;-102b;-102b;-101b;-100b;-101b;-102b;-103b;-104b;-107b;-109b,0c;-120c;-120c;-120c;-120c;-120c;-120c;-120c;-116c;-114c;-112c;-111c;-109c;-107c;-105c;-103c;-101c;-99c;-97c;-96c;-96c;-95c;-93c;-93c;-92c;-91c;-89c;-89c;-87c;-86c;-86c;-84c;-83c;-82c;-83c;-82c;-82c;-81c;-80c;-80c;-80c;-79c;-79c;-79c;-78c;-78c;-77c;-77c;-76c;-75c;-74c;-74c;-73c;-73c;-72c;-72c;-72c;-72c;-72c;-71c;-70c;-69c;-69c;-68c;-68c;-67c;-66c;-66c;-66c;-65c;-65c;-65c;-63c;-64c;-63c;-62c;-62c;-62c;-62c;-61c;-61c;-61c;-62c;-61c;-61c;-60c;-60c;-59c;-59c;-59c;-59c;-59c;-58c;-56c;-56c;-56c;-54c;-54c;-55c;-55c;-55c;-54c;-54c;-54c;-55c;-55c;-56c;-56c;-56c;-56c;-57c;-57c;-59c;-61c;-63c;-65c;-68c;-70c;-79c;-120c;-120c;-120c;-120c;-120c;-120c;-119c;-115c;-113c;-110c;-108c;-104c;-102c;-100c;-99c;-96c;-94c;-92c;-90c;-89c;-88c;-85c;-84c;-83c;-83c;-82c;-82c;-82c;-81c;-80c;-79c;-79c;-78c;-77c;-76c;-76c;-75c;-75c;-74c;-74c;-74c;-73c;-72c;-72c;-72c;-71c;-71c;-71c;-70c;-69c;-69c;-69c;-68c;-67c;-68c;-68c;-68c;-68c;-68c;-68c;-69c;-69c;-71c;-73c;-77c;-81c;-85c,0d,0e,0f
